Question Label,Concept UUID,Answer Label,Source Form,Concept Type
WHO Staging opportunistic infection(OI) ,1249AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Papular pruritic eruptions (PPE),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,113116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Seborrheic dermatitis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,132387AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fungal nail infections,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,148762AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Angular cheilitis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,159344AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Linear gingival erythema,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,1212AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Extensive HPV or molluscum infection (More than 5% of body area or face),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,159912AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Recurrent oral ulcerations (More than 2 episodes in 6 months),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,1210AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Parotid enlargement,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,117543AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Herpes zoster (More than 1 episode in 12 months,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,127784AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Recurrent or chronic upper respiratory infection(URI): otitis media, otorrhoea,sinusitis (More than 2 episodes in 6months)",hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,167394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,WHO Staging opportunistic infection(OI) ,hiv-green-card.json,Main Question Concept
WHO Staging opportunistic infection(OI) ,134722AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unexplained moderate malnutrition (- 2SD or Z score) not responding to standard therapy,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,5018AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unexplained persistent diarrhoea (More than 14 days),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,163282AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unexplained persistent fever (intermittent or constant more than 1 month) ,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,5334AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Oral candidiasis (outside neonatal period),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,5337AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Oral hairy Leucoplakia,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,42AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pulmonary tuberculosis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,160515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Severe recurrent presumed bacterial pneumonia (More than 2 episodes in 12 months) ,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,133440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Acute necrotizing ulcerative gingivitis or periodontitisParotid enlargement,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,135458AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lymphoid interstitial pneumonitis (LIP),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,148849AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Unexplained anaemia (More than 8g/dL), neutropenia (Less than 1,000/mm ) or thrombocytopenia (More than 30,000 per mm 31 for more than 1 month",hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,163712AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,HIV-related cardiomyopathy,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,153701AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,HIV-related nephropathy,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,127784AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Recurrent or chronic upper respiratory infection(URI): otitis media, otorrhoea, sinusitis (More than 2 episodes in 6months)",hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,167394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,WHO Staging opportunistic infection(OI) ,hiv-green-card.json,Main Question Concept
WHO Staging opportunistic infection(OI) ,162331AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unexplained severe wasting or severe malnutrition (-3 SD or Z score) not responding to standard therapy,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,130021AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pneumocystis pneumonia,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,160515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Recurrent severe bacterial infections (More than 2 episodes in 12 months, excluding pneumonia)",hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,143929AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Chronic orolabial or cutaneous HSV (lasting more than 1 month),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,5042AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Extra-pulmonary tuberculosis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,110915AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Kaposi's sarcoma,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,146513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Oesophageal candidiasis ,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,990AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CNS toxoplasmosis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,1294AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cryptococcal meningitis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,131357AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Any disseminated endemic mycosis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,143110AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cryptosporidiosis or Isosporiasis (with diarrhoea for more than 1 month),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,154119AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"CMV infection of organ other than liver, spleen, lymph nodes (and onset age more than l month)",hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,160745AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Disseminated mycobacterial disease other than tuberculosis,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,146518AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Candida of trachea, bronchi or lungs",hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,143744AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Acquired recto-vesicular fistula,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,155941AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cerebral or B-cell non-Hodgkin's lymphoma,hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,5046AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Progressive multifocal leucoencephalopathy (PML),hiv-green-card.json,Answer Option
WHO Staging opportunistic infection(OI) ,160442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,HIV encephalopathy,hiv-green-card.json,Answer Option
Prophylaxis used?,1109AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Prophylaxis used?,hiv-green-card.json,Main Question Concept
Prophylaxis used?,105281AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cotrimoxazole,hiv-green-card.json,Answer Option
Prophylaxis used?,74250AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dapsone,hiv-green-card.json,Answer Option
Prophylaxis used?,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,hiv-green-card.json,Answer Option
Cotrimoxazole Adherence,161652AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cotrimoxazole Adherence,hiv-green-card.json,Main Question Concept
Cotrimoxazole Adherence,159405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Good (G),hiv-green-card.json,Answer Option
Cotrimoxazole Adherence,159407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Poor (P),hiv-green-card.json,Answer Option
Cotrimoxazole Adherence,163794AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fair (F),hiv-green-card.json,Answer Option
Cotrimoxazole Adherence,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not applicable (N/A),hiv-green-card.json,Answer Option
Cotrimoxazole Dispensed,162229AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cotrimoxazole Dispensed,hiv-green-card.json,Main Question Concept
Cotrimoxazole Dispensed,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Cotrimoxazole Dispensed,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Cotrimoxazole Dispensed,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not applicable (N/A),hiv-green-card.json,Answer Option
Dapsone Adherence,f62b0135-00b1-4217-b98a-4ef3f771a08b,Dapsone Adherence,hiv-green-card.json,Main Question Concept
Dapsone Adherence,159405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Good (G),hiv-green-card.json,Answer Option
Dapsone Adherence,163794AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fair (F),hiv-green-card.json,Answer Option
Dapsone Adherence,159407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Poor (P),hiv-green-card.json,Answer Option
Dapsone Dispensed,b463005c-29e5-4146-84fe-d5ddf0def837,Dapsone Dispensed,hiv-green-card.json,Main Question Concept
Dapsone Dispensed,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Dapsone Dispensed,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Dapsone Dispensed,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not applicable (N/A),hiv-green-card.json,Answer Option
Please select the client status on ART:,1687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Please select the client status on ART:,hiv-green-card.json,Main Question Concept
Please select the client status on ART:,164144AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Newly on ART,hiv-green-card.json,Answer Option
Please select the client status on ART:,160119AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Continuing on ART,hiv-green-card.json,Answer Option
1. Do you ever forget to take your medicine?,167321AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1. Do you ever forget to take your medicine?,hiv-green-card.json,Main Question Concept
1. Do you ever forget to take your medicine?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
1. Do you ever forget to take your medicine?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
2. Are you careless at times about taking your medicine?,163088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,2. Are you careless at times about taking your medicine?,hiv-green-card.json,Main Question Concept
2. Are you careless at times about taking your medicine?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
2. Are you careless at times about taking your medicine?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
"3.Sometimes if you feel worse when you take the medicine, do you stop taking it?",6098AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"3.Sometimes if you feel worse when you take the medicine, do you stop taking it?",hiv-green-card.json,Main Question Concept
"3.Sometimes if you feel worse when you take the medicine, do you stop taking it?",1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
"3.Sometimes if you feel worse when you take the medicine, do you stop taking it?",1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
4.When you feel better do you sometimes stop taking your medicine?,6c91dbf1-030d-4946-a45d-6f747f6c867b,4.When you feel better do you sometimes stop taking your medicine?,hiv-green-card.json,Main Question Concept
4.When you feel better do you sometimes stop taking your medicine?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
4.When you feel better do you sometimes stop taking your medicine?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
1. Did you take your medicine yesterday?,162736AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1. Did you take your medicine yesterday?,hiv-green-card.json,Main Question Concept
1. Did you take your medicine yesterday?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
1. Did you take your medicine yesterday?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
"2. When you feel like your symptoms are under control,do you sometimes stop taking your medicine?",1743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"2. When you feel like your symptoms are under control,do you sometimes stop taking your medicine?",hiv-green-card.json,Main Question Concept
"2. When you feel like your symptoms are under control,do you sometimes stop taking your medicine?",1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
"2. When you feel like your symptoms are under control,do you sometimes stop taking your medicine?",1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
3.Taking medication every day is a real inconvenience for some people.Do you feel under pressure about sticking to your treatment plan?,1779AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,3.Taking medication every day is a real inconvenience for some people.Do you feel under pressure about sticking to your treatment plan?,hiv-green-card.json,Main Question Concept
3.Taking medication every day is a real inconvenience for some people.Do you feel under pressure about sticking to your treatment plan?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
3.Taking medication every day is a real inconvenience for some people.Do you feel under pressure about sticking to your treatment plan?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
4.How often do you have difficulty remembering to take all your medications?,166365AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,4.How often do you have difficulty remembering to take all your medications?,hiv-green-card.json,Main Question Concept
4.How often do you have difficulty remembering to take all your medications?,1090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Never/Rarely,hiv-green-card.json,Answer Option
4.How often do you have difficulty remembering to take all your medications?,159416AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Once in a while,hiv-green-card.json,Answer Option
4.How often do you have difficulty remembering to take all your medications?,1385AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sometimes,hiv-green-card.json,Answer Option
4.How often do you have difficulty remembering to take all your medications?,1804AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Usually,hiv-green-card.json,Answer Option
4.How often do you have difficulty remembering to take all your medications?,1358AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,All the time,hiv-green-card.json,Answer Option
ARV Adherence,1658AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,ARV Adherence,hiv-green-card.json,Main Question Concept
ARV Adherence,159405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Good (G),hiv-green-card.json,Answer Option
ARV Adherence,163794AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fair (F),hiv-green-card.json,Answer Option
ARV Adherence,159407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Poor (P),hiv-green-card.json,Answer Option
Has the client been given condoms this visit?,159777AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Has the client been given condoms this visit?,hiv-green-card.json,Main Question Concept
Has the client been given condoms this visit?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the client been given condoms this visit?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the client been given condoms this visit?,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unkown,hiv-green-card.json,Answer Option
Has the client been given condoms this visit?,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,N/A,hiv-green-card.json,Answer Option
Has the client been screened for substance abuse?,112603AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Has the client been screened for substance abuse?,hiv-green-card.json,Main Question Concept
Has the client been screened for substance abuse?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the client been screened for substance abuse?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the client been screened for substance abuse?,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unkown,hiv-green-card.json,Answer Option
Has the client been screened for substance abuse?,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,N/A,hiv-green-card.json,Answer Option
Has the Client disclosed HIV status to their sexually active partner?,159423AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Has the Client disclosed HIV status to their sexually active partner?,hiv-green-card.json,Main Question Concept
Has the Client disclosed HIV status to their sexually active partner?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the Client disclosed HIV status to their sexually active partner?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the Client disclosed HIV status to their sexually active partner?,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unkown,hiv-green-card.json,Answer Option
Has the Client disclosed HIV status to their sexually active partner?,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,N/A,hiv-green-card.json,Answer Option
Disclosure status?,5616AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Disclosure status?,hiv-green-card.json,Main Question Concept
Disclosure status?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No disclosure,hiv-green-card.json,Answer Option
Disclosure status?,162979AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Partial disclosure,hiv-green-card.json,Answer Option
Disclosure status?,166982AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Full disclosure,hiv-green-card.json,Answer Option
Has the client's partner received on-site HIV testing?,161557AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Has the client's partner received on-site HIV testing?,hiv-green-card.json,Main Question Concept
Has the client's partner received on-site HIV testing?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the client's partner received on-site HIV testing?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the client's partner received on-site HIV testing?,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unkown,hiv-green-card.json,Answer Option
Has the client's partner received on-site HIV testing?,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,N/A,hiv-green-card.json,Answer Option
Has the client been screened for CaCx,06398e78-0d3e-43d5-8017-f2fc3865e2e0,Has the client been screened for CaCx,hiv-green-card.json,Main Question Concept
Has the client been screened for CaCx,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Positive,hiv-green-card.json,Answer Option
Has the client been screened for CaCx,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Negative,hiv-green-card.json,Answer Option
Has the client been screened for CaCx,1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not Done,hiv-green-card.json,Answer Option
Has the client been screened for CaCx,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,N/A,hiv-green-card.json,Answer Option
Has the client been treated for CaCx,a869d37b-bf4d-4946-9318-15ff505211a5,Has the client been treated for CaCx,hiv-green-card.json,Main Question Concept
Has the client been treated for CaCx,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the client been treated for CaCx,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the client been screened for STI (in this visit)?,161558AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Has the client been screened for STI (in this visit)?,hiv-green-card.json,Main Question Concept
Has the client been screened for STI (in this visit)?,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Positive,hiv-green-card.json,Answer Option
Has the client been screened for STI (in this visit)?,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Negative,hiv-green-card.json,Answer Option
Has the client been screened for STI (in this visit)?,1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not Done,hiv-green-card.json,Answer Option
Has the client been screened for STI (in this visit)?,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,N/A,hiv-green-card.json,Answer Option
STI Medication Issued?,1417AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,STI Medication Issued?,hiv-green-card.json,Main Question Concept
STI Medication Issued?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
STI Medication Issued?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
STI Partner Notification,d8262701-da92-455a-b206-23e5918871f6,STI Partner Notification,hiv-green-card.json,Main Question Concept
STI Partner Notification,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
STI Partner Notification,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the client been a victim of Violence?,167161AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Has the client been a victim of Violence?,hiv-green-card.json,Main Question Concept
Has the client been a victim of Violence?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the client been a victim of Violence?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
Has the client been screened for depression?,7a58e4da-3544-457b-84eb-014f65a01d83,Has the client been screened for depression?,hiv-green-card.json,Main Question Concept
Has the client been screened for depression?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,hiv-green-card.json,Answer Option
Has the client been screened for depression?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,hiv-green-card.json,Answer Option
"If Yes, What was the depression assessment score",161140AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"If Yes, What was the depression assessment score",hiv-green-card.json,Main Question Concept
"If Yes, What was the depression assessment score",b9a3f63f-8e5b-40c9-99a2-eabe511f85f4,Depression Unlikely,hiv-green-card.json,Answer Option
"If Yes, What was the depression assessment score",157790AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA ,Mild Depression,hiv-green-card.json,Answer Option
"If Yes, What was the depression assessment score",134016AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Moderate Depression,hiv-green-card.json,Answer Option
"If Yes, What was the depression assessment score",134011AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Moderate Severe Depression,hiv-green-card.json,Answer Option
"If Yes, What was the depression assessment score",126627AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Severe Depression,hiv-green-card.json,Answer Option
Healthcare team is satisfied about providing longer follow-up intervals for the patient?,1855AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Healthcare team is satisfied about providing longer follow-up intervals for the patient?,hiv-green-card.json,Main Question Concept
Healthcare team is satisfied about providing longer follow-up intervals for the patient?,true,Yes,hiv-green-card.json,Answer Option
Healthcare team is satisfied about providing longer follow-up intervals for the patient?,false,No,hiv-green-card.json,Answer Option
Differentiated Care Model?,1a2dba33-55d6-477a-b171-c09a489bc37f,Differentiated Care Model?,hiv-green-card.json,Main Question Concept
Differentiated Care Model?,1537AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Facility ART distribution group,hiv-green-card.json,Answer Option
Differentiated Care Model?,163488AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Community ART distribution group,hiv-green-card.json,Answer Option
Facility Differentiated Care,3740fc18-bb23-4ddc-bba7-b010fba072b7,Facility Differentiated Care,hiv-green-card.json,Main Question Concept
Facility Differentiated Care,7e18712d-8cda-49f5-bfeb-940406cc2e32,Standard Care,hiv-green-card.json,Answer Option
Facility Differentiated Care,f55781c1-461c-4f44-b575-d87519d38c34,Fast Track,hiv-green-card.json,Answer Option
Facility Differentiated Care,166443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Health care worker Led facility ART group(HFAG),hiv-green-card.json,Answer Option
Facility Differentiated Care,166444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peer Led Facility ART Group(PFAG),hiv-green-card.json,Answer Option
Facility Differentiated Care,3740fc18-bb23-4ddc-bba7-b010fba072b7,Facility Differentiated Care,hiv-green-card.json,Main Question Concept
Facility Differentiated Care,7e18712d-8cda-49f5-bfeb-940406cc2e32,Standard Care,hiv-green-card.json,Answer Option
Facility Differentiated Care,166443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Health care worker Led facility ART group(HFAG),hiv-green-card.json,Answer Option
Facility Differentiated Care,166444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peer Led Facility ART Group(PFAG),hiv-green-card.json,Answer Option
Community Differentiated Care,18230e70-9b15-4b5a-b89b-a38a533704a0,Community Differentiated Care,hiv-green-card.json,Main Question Concept
Community Differentiated Care,7e18712d-8cda-49f5-bfeb-940406cc2e32,Standard Care,hiv-green-card.json,Answer Option
Community Differentiated Care,f55781c1-461c-4f44-b575-d87519d38c34,Fast Track,hiv-green-card.json,Answer Option
Community Differentiated Care,1555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Health care worker Led Community ART group(HCAG),hiv-green-card.json,Answer Option
Community Differentiated Care,27b7ea34-4ea9-48b5-82a3-9981c430c808,Peer Led Community ART Group(PCAG),hiv-green-card.json,Answer Option
Community Differentiated Care,4fcf003e-71cf-47a5-a967-47d24aa61092,Community Pharmacy(CP),hiv-green-card.json,Answer Option
Community Differentiated Care,53447431-147e-4071-9c12-f6baf9463c2f,Community ART Distribution Points(CAPD),hiv-green-card.json,Answer Option
Community Differentiated Care,166583AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Individual patient ART Community Distribution(IACD),hiv-green-card.json,Answer Option
Community Differentiated Care,18230e70-9b15-4b5a-b89b-a38a533704a0,Community Differentiated Care,hiv-green-card.json,Main Question Concept
Community Differentiated Care,7e18712d-8cda-49f5-bfeb-940406cc2e32,Standard Care,hiv-green-card.json,Answer Option
Community Differentiated Care,1555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Health care worker Led Community ART group(HCAG),hiv-green-card.json,Answer Option
Community Differentiated Care,27b7ea34-4ea9-48b5-82a3-9981c430c808,Peer Led Community ART Group(PCAG),hiv-green-card.json,Answer Option
